time.s,ENV.pressure.Pa,ENV.temperature.K,PHOT.O2_1.s-1,PHOT.O3_1.s-1,PHOT.O3_2.s-1
6900.0,6152.049805,206.6374207,0.0,0.0,0.0
7050.0,6152.049805,206.6374207,0.0,0.0,0.0
7200.0,6152.049805,206.6374207,0.0,0.0,0.0
7350.0,6152.049805,206.6374207,0.0,0.0,0.0
7500.0,6152.049805,206.6374207,0.0,0.0,0.0
7650.0,6152.049805,206.6374207,0.0,0.0,0.0
7800.0,6152.049805,206.6374207,0.0,0.0,0.0
7950.0,6152.049805,206.6374207,0.0,0.0,0.0
8100.0,6152.049805,206.6374207,0.0,0.0,0.0
8250.0,6152.049805,206.6374207,0.0,0.0,0.0
8400.0,6152.049805,206.6374207,0.0,0.0,0.0
8550.0,6152.049805,206.6374207,0.0,0.0,0.0
8700.0,6152.049805,206.6374207,0.0,0.0,0.0
8850.0,6152.049805,206.6374207,0.0,0.0,0.0
9000.0,6152.049805,206.6374207,0.0,0.0,0.0
9150.0,6152.049805,206.6374207,0.0,0.0,0.0
9300.0,6152.049805,206.6374207,0.0,0.0,0.0
9450.0,6152.049805,206.6374207,0.0,0.0,0.0
9600.0,6152.049805,206.6374207,0.0,0.0,0.0
9750.0,6152.049805,206.6374207,0.0,0.0,0.0
9900.0,6152.049805,206.6374207,0.0,0.0,0.0
10050.0,6152.049805,206.6374207,0.0,0.0,0.0
10200.0,6152.049805,206.6374207,0.0,0.0,0.0
10350.0,6152.049805,206.6374207,0.0,0.0,0.0
10500.0,6152.049805,206.6374207,0.0,0.0,0.0
10650.0,6152.049805,206.6374207,0.0,0.0,0.0
10800.0,6152.049805,206.6374207,0.0,0.0,0.0
10950.0,6152.049805,206.6374207,0.0,0.0,0.0
11100.0,6152.049805,206.6374207,0.0,0.0,0.0
11250.0,6152.049805,206.6374207,0.0,0.0,0.0
11400.0,6152.049805,206.6374207,0.0,0.0,0.0
11550.0,6152.049805,206.6374207,0.0,0.0,0.0
11700.0,6152.049805,206.6374207,0.0,0.0,0.0
11850.0,6152.049805,206.6374207,0.0,0.0,0.0
12000.0,6152.049805,206.6374207,0.0,0.0,0.0
12150.0,6152.049805,206.6374207,0.0,0.0,0.0
12300.0,6152.049805,206.6374207,0.0,0.0,0.0
12450.0,6152.049805,206.6374207,0.0,0.0,0.0
12600.0,6152.049805,206.6374207,0.0,0.0,0.0
12750.0,6152.049805,206.6374207,0.0,0.0,0.0
12900.0,6152.049805,206.6374207,0.0,0.0,0.0
13050.0,6152.049805,206.6374207,0.0,0.0,0.0
13200.0,6152.049805,206.6374207,0.0,0.0,0.0
13350.0,6152.049805,206.6374207,0.0,0.0,0.0
13500.0,6152.049805,206.6374207,0.0,0.0,0.0
13650.0,6152.049805,206.6374207,0.0,0.0,0.0
13800.0,6152.049805,206.6374207,0.0,0.0,0.0
13950.0,6152.049805,206.6374207,0.0,0.0,0.0
14100.0,6152.049805,206.6374207,0.0,0.0,0.0
14250.0,6152.049805,206.6374207,0.0,0.0,0.0
14400.0,6152.049805,206.6374207,0.0,0.0,0.0
14550.0,6152.049805,206.6374207,0.0,0.0,0.0
14700.0,6152.049805,206.6374207,0.0,0.0,0.0
14850.0,6152.049805,206.6374207,0.0,0.0,0.0
15000.0,6152.049805,206.6374207,0.0,0.0,0.0
15150.0,6152.049805,206.6374207,0.0,0.0,0.0
15300.0,6152.049805,206.6374207,0.0,0.0,0.0
15450.0,6152.049805,206.6374207,0.0,0.0,0.0
15600.0,6152.049805,206.6374207,0.0,0.0,0.0
15750.0,6152.049805,206.6374207,0.0,0.0,0.0
15900.0,6152.049805,206.6374207,0.0,0.0,0.0
16050.0,6152.049805,206.6374207,0.0,0.0,0.0
16200.0,6152.049805,206.6374207,0.0,0.0,0.0
16350.0,6152.049805,206.6374207,0.0,0.0,0.0
16500.0,6152.049805,206.6374207,0.0,0.0,0.0
16650.0,6152.049805,206.6374207,0.0,0.0,0.0
16800.0,6152.049805,206.6374207,0.0,0.0,0.0
16950.0,6152.049805,206.6374207,0.0,0.0,0.0
17100.0,6152.049805,206.6374207,0.0,0.0,0.0
17250.0,6152.049805,206.6374207,0.0,0.0,0.0
17400.0,6152.049805,206.6374207,0.0,0.0,0.0
17550.0,6152.049805,206.6374207,0.0,0.0,0.0
17700.0,6152.049805,206.6374207,0.0,0.0,0.0
17850.0,6152.049805,206.6374207,0.0,0.0,0.0
18000.0,6152.049805,206.6374207,0.0,0.0,0.0
18150.0,6152.049805,206.6374207,0.0,0.0,0.0
18300.0,6152.049805,206.6374207,0.0,0.0,0.0
18450.0,6152.049805,206.6374207,0.0,0.0,0.0
18600.0,6152.049805,206.6374207,0.0,0.0,0.0
18750.0,6152.049805,206.6374207,0.0,0.0,0.0
18900.0,6152.049805,206.6374207,0.0,0.0,0.0
19050.0,6152.049805,206.6374207,0.0,0.0,0.0
19200.0,6152.049805,206.6374207,0.0,0.0,0.0
19350.0,6152.049805,206.6374207,0.0,0.0,0.0
19500.0,6152.049805,206.6374207,0.0,0.0,0.0
19650.0,6152.049805,206.6374207,0.0,0.0,0.0
19800.0,6152.049805,206.6374207,0.0,0.0,0.0
19950.0,6152.049805,206.6374207,0.0,0.0,0.0
20100.0,6152.049805,206.6374207,0.0,0.0,0.0
20250.0,6152.049805,206.6374207,0.0,0.0,0.0
20400.0,6152.049805,206.6374207,0.0,0.0,0.0
20550.0,6152.049805,206.6374207,0.0,0.0,0.0
20700.0,6152.049805,206.6374207,0.0,0.0,0.0
20850.0,6152.049805,206.6374207,0.0,0.0,0.0
21000.0,6152.049805,206.6374207,0.0,0.0,0.0
21150.0,6152.049805,206.6374207,0.0,0.0,0.0
21300.0,6152.049805,206.6374207,0.0,0.0,0.0
21450.0,6152.049805,206.6374207,0.0,0.0,0.0
21600.0,6152.049805,206.6374207,0.0,0.0,0.0
21750.0,6152.049805,206.6374207,0.0,0.0,0.0
21900.0,6152.049805,206.6374207,0.0,0.0,0.0
22050.0,6152.049805,206.6374207,0.0,0.0,0.0
22200.0,6152.049805,206.6374207,0.0,0.0,0.0
22350.0,6152.049805,206.6374207,0.0,0.0,0.0
22500.0,6152.049805,206.6374207,0.0,0.0,0.0
22650.0,6152.049805,206.6374207,0.0,0.0,0.0
22800.0,6152.049805,206.6374207,0.0,0.0,0.0
22950.0,6152.049805,206.6374207,0.0,0.0,0.0
23100.0,6152.049805,206.6374207,0.0,0.0,0.0
23250.0,6152.049805,206.6374207,0.0,0.0,0.0
23400.0,6152.049805,206.6374207,0.0,0.0,0.0
23550.0,6152.049805,206.6374207,0.0,0.0,0.0
23700.0,6152.049805,206.6374207,0.0,0.0,0.0
23850.0,6152.049805,206.6374207,0.0,0.0,0.0
24000.0,6152.049805,206.6374207,0.0,0.0,0.0
24150.0,6152.049805,206.6374207,0.0,0.0,0.0
24300.0,6152.049805,206.6374207,0.0,0.0,0.0
24450.0,6152.049805,206.6374207,0.0,0.0,0.0
24600.0,6152.049805,206.6374207,0.0,0.0,0.0
24750.0,6152.049805,206.6374207,0.0,0.0,0.0
24900.0,6152.049805,206.6374207,0.0,0.0,0.0
25050.0,6152.049805,206.6374207,0.0,0.0,0.0
25200.0,6152.049805,206.6374207,0.0,0.0,0.0
25350.0,6152.049805,206.6374207,0.0,0.0,0.0
25500.0,6152.049805,206.6374207,0.0,0.0,0.0
25650.0,6152.049805,206.6374207,0.0,0.0,0.0
25800.0,6152.049805,206.6374207,0.0,0.0,0.0
25950.0,6152.049805,206.6374207,0.0,0.0,0.0
26100.0,6152.049805,206.6374207,0.0,0.0,0.0
26250.0,6152.049805,206.6374207,0.0,0.0,0.0
26400.0,6152.049805,206.6374207,0.0,0.0,0.0
26550.0,6152.049805,206.6374207,0.0,0.0,0.0
26700.0,6152.049805,206.6374207,0.0,0.0,0.0
26850.0,6152.049805,206.6374207,0.0,0.0,0.0
27000.0,6152.049805,206.6374207,0.0,0.0,0.0
27150.0,6152.049805,206.6374207,0.0,0.0,0.0
27300.0,6152.049805,206.6374207,0.0,0.0,0.0
27450.0,6152.049805,206.6374207,0.0,0.0,0.0
27600.0,6152.049805,206.6374207,0.0,0.0,0.0
27750.0,6152.049805,206.6374207,0.0,0.0,0.0
27900.0,6152.049805,206.6374207,0.0,0.0,0.0
28050.0,6152.049805,206.6374207,0.0,0.0,0.0
28200.0,6152.049805,206.6374207,0.0,0.0,0.0
28350.0,6152.049805,206.6374207,0.0,0.0,0.0
28500.0,6152.049805,206.6374207,0.0,0.0,0.0
28650.0,6152.049805,206.6374207,0.0,0.0,0.0
28800.0,6152.049805,206.6374207,0.0,0.0,0.0
28950.0,6152.049805,206.6374207,0.0,0.0,0.0
29100.0,6152.049805,206.6374207,0.0,0.0,0.0
29250.0,6152.049805,206.6374207,0.0,0.0,0.0
29400.0,6152.049805,206.6374207,0.0,0.0,0.0
29550.0,6152.049805,206.6374207,0.0,0.0,0.0
29700.0,6152.049805,206.6374207,0.0,0.0,0.0
29850.0,6152.049805,206.6374207,0.0,0.0,0.0
30000.0,6152.049805,206.6374207,0.0,0.0,0.0
30150.0,6152.049805,206.6374207,0.0,0.0,0.0
30300.0,6152.049805,206.6374207,0.0,0.0,0.0
30450.0,6152.049805,206.6374207,0.0,0.0,0.0
30600.0,6152.049805,206.6374207,0.0,0.0,0.0
30750.0,6152.049805,206.6374207,0.0,0.0,0.0
30900.0,6152.049805,206.6374207,0.0,0.0,0.0
31050.0,6152.049805,206.6374207,0.0,0.0,0.0
31200.0,6152.049805,206.6374207,0.0,0.0,0.0
31350.0,6152.049805,206.6374207,0.0,0.0,0.0
31500.0,6152.049805,206.6374207,0.0,0.0,0.0
31650.0,6152.049805,206.6374207,0.0,0.0,0.0
31800.0,6152.049805,206.6374207,0.0,0.0,0.0
31950.0,6152.049805,206.6374207,0.0,0.0,0.0
32100.0,6152.049805,206.6374207,0.0,0.0,0.0
32250.0,6152.049805,206.6374207,0.0,0.0,0.0
32400.0,6152.049805,206.6374207,0.0,0.0,0.0
32550.0,6152.049805,206.6374207,0.0,0.0,0.0
32700.0,6152.049805,206.6374207,0.0,0.0,0.0
32850.0,6152.049805,206.6374207,0.0,0.0,0.0
33000.0,6152.049805,206.6374207,0.0,0.0,0.0
33150.0,6152.049805,206.6374207,0.0,0.0,0.0
33300.0,6152.049805,206.6374207,0.0,0.0,0.0
33450.0,6152.049805,206.6374207,0.0,0.0,0.0
33600.0,6152.049805,206.6374207,0.0,0.0,0.0
33750.0,6152.049805,206.6374207,0.0,0.0,0.0
33900.0,6152.049805,206.6374207,0.0,0.0,0.0
34050.0,6152.049805,206.6374207,0.0,0.0,0.0
34200.0,6152.049805,206.6374207,0.0,0.0,0.0
34350.0,6152.049805,206.6374207,0.0,0.0,0.0
34500.0,6152.049805,206.6374207,0.0,0.0,0.0
34650.0,6152.049805,206.6374207,0.0,0.0,0.0
34800.0,6152.049805,206.6374207,0.0,0.0,0.0
34950.0,6152.049805,206.6374207,0.0,0.0,0.0
35100.0,6152.049805,206.6374207,0.0,0.0,0.0
35250.0,6152.049805,206.6374207,0.0,0.0,0.0
35400.0,6152.049805,206.6374207,0.0,0.0,0.0
35550.0,6152.049805,206.6374207,0.0,0.0,0.0
35700.0,6152.049805,206.6374207,0.0,0.0,0.0
35850.0,6152.049805,206.6374207,0.0,0.0,0.0
36000.0,6152.049805,206.6374207,0.0,0.0,0.0
36150.0,6152.049805,206.6374207,0.0,0.0,0.0
36300.0,6152.049805,206.6374207,0.0,0.0,0.0
36450.0,6152.049805,206.6374207,0.0,0.0,0.0
36600.0,6152.049805,206.6374207,0.0,0.0,0.0
36750.0,6152.049805,206.6374207,0.0,0.0,0.0
36900.0,6152.049805,206.6374207,0.0,0.0,0.0
37050.0,6152.049805,206.6374207,0.0,0.0,0.0
37200.0,6152.049805,206.6374207,0.0,0.0,0.0
37350.0,6152.049805,206.6374207,0.0,0.0,0.0
37500.0,6152.049805,206.6374207,0.0,0.0,0.0
37650.0,6152.049805,206.6374207,0.0,0.0,0.0
37800.0,6152.049805,206.6374207,0.0,0.0,0.0
37950.0,6152.049805,206.6374207,0.0,0.0,0.0
38100.0,6152.049805,206.6374207,0.0,0.0,0.0
38250.0,6152.049805,206.6374207,0.0,0.0,0.0
38400.0,6152.049805,206.6374207,0.0,0.0,0.0
38550.0,6152.049805,206.6374207,0.0,0.0,0.0
38700.0,6152.049805,206.6374207,0.0,0.0,0.0
38850.0,6152.049805,206.6374207,0.0,0.0,0.0
39000.0,6152.049805,206.6374207,0.0,0.0,0.0
39150.0,6152.049805,206.6374207,0.0,0.0,0.0
39300.0,6152.049805,206.6374207,0.0,0.0,0.0
39450.0,6152.049805,206.6374207,0.0,0.0,0.0
39600.0,6152.049805,206.6374207,0.0,0.0,0.0
39750.0,6152.049805,206.6374207,0.0,0.0,0.0
39900.0,6152.049805,206.6374207,0.0,0.0,0.0
40050.0,6152.049805,206.6374207,0.0,0.0,0.0
40200.0,6152.049805,206.6374207,0.0,0.0,0.0
40350.0,6152.049805,206.6374207,0.0,0.0,0.0
40500.0,6152.049805,206.6374207,0.0,0.0,0.0
40650.0,6152.049805,206.6374207,0.0,0.0,0.0
40800.0,6152.049805,206.6374207,0.0,0.0,0.0
40950.0,6152.049805,206.6374207,0.0,0.0,0.0
41100.0,6152.049805,206.6374207,0.0,0.0,0.0
41250.0,6152.049805,206.6374207,0.0,0.0,0.0
41400.0,6152.049805,206.6374207,0.0,0.0,0.0
41550.0,6152.049805,206.6374207,0.0,0.0,0.0
41700.0,6152.049805,206.6374207,0.0,0.0,0.0
41850.0,6152.049805,206.6374207,0.0,0.0,0.0
42000.0,6152.049805,206.6374207,0.0,0.0,0.0
42150.0,6152.049805,206.6374207,0.0,0.0,0.0
42300.0,6152.049805,206.6374207,0.0,0.0,0.0
42450.0,6152.049805,206.6374207,0.0,0.0,0.0
42600.0,6152.049805,206.6374207,0.0,0.0,0.0
42750.0,6152.049805,206.6374207,0.0,0.0,0.0
42900.0,6152.049805,206.6374207,0.0,0.0,0.0
43050.0,6152.049805,206.6374207,0.0,0.0,0.0
43200.0,6152.049805,206.6374207,0.0,0.0,0.0
43350.0,6152.049805,206.6374207,0.0,0.0,0.0
43500.0,6152.049805,206.6374207,0.0,0.0,0.0
43650.0,6152.049805,206.6374207,0.0,0.0,0.0
43800.0,6152.049805,206.6374207,0.0,0.0,0.0
43950.0,6152.049805,206.6374207,0.0,0.0,0.0
44100.0,6152.049805,206.6374207,0.0,0.0,0.0
44250.0,6152.049805,206.6374207,0.0,0.0,0.0
44400.0,6152.049805,206.6374207,0.0,0.0,0.0
44550.0,6152.049805,206.6374207,0.0,0.0,0.0
44700.0,6152.049805,206.6374207,0.0,0.0,0.0
44850.0,6152.049805,206.6374207,0.0,0.0,0.0
45000.0,6152.049805,206.6374207,0.0,0.0,0.0
45150.0,6152.049805,206.6374207,0.0,0.0,0.0
45300.0,6152.049805,206.6374207,0.0,0.0,0.0
45450.0,6152.049805,206.6374207,0.0,0.0,0.0
45600.0,6152.049805,206.6374207,0.0,0.0,0.0
45750.0,6152.049805,206.6374207,0.0,0.0,0.0
45900.0,6152.049805,206.6374207,0.0,0.0,0.0
46050.0,6152.049805,206.6374207,0.0,0.0,0.0
46200.0,6152.049805,206.6374207,0.0,0.0,0.0
46350.0,6152.049805,206.6374207,0.0,0.0,0.0
46500.0,6152.049805,206.6374207,0.0,0.0,0.0
46650.0,6152.049805,206.6374207,0.0,0.0,0.0
46800.0,6152.049805,206.6374207,0.0,0.0,0.0
46950.0,6152.049805,206.6374207,0.0,0.0,0.0
47100.0,6152.049805,206.6374207,0.0,0.0,0.0
47250.0,6152.049805,206.6374207,0.0,0.0,0.0
47400.0,6152.049805,206.6374207,0.0,0.0,0.0
47550.0,6152.049805,206.6374207,0.0,0.0,0.0
47700.0,6152.049805,206.6374207,0.0,3.5e-40,1.5300000000000001e-23
47850.0,6152.049805,206.6374207,0.0,2.67e-21,6.11e-15
48000.0,6152.049805,206.6374207,0.0,1.68e-17,3.76e-14
48150.0,6152.049805,206.6374207,2.23e-46,5.860000000000001e-16,1.56e-13
48300.0,6152.049805,206.6374207,1.02e-28,6.03e-15,5.5e-13
48450.0,6152.049805,206.6374207,2.5499999999999998e-24,4.14e-14,2.08e-12
48600.0,6152.049805,206.6374207,7.06e-23,1.47e-13,8.19e-12
48750.0,6152.049805,206.6374207,3.21e-22,4.1e-13,2.8999999999999997e-11
48900.0,6152.049805,206.6374207,8.5e-22,1.14e-12,9.390000000000001e-11
49050.0,6152.049805,206.6374207,1.9600000000000003e-21,3.5599999999999998e-12,2.7699999999999997e-10
49200.0,6152.049805,206.6374207,4.9400000000000004e-21,1.16e-11,8.14e-10
49350.0,6152.049805,206.6374207,1.42e-20,3.42e-11,1.99e-09
49500.0,6152.049805,206.6374207,4.16e-20,9.100000000000001e-11,4.63e-09
49650.0,6152.049805,206.6374207,1.1199999999999999e-19,2.19e-10,9.99e-09
49800.0,6152.049805,206.6374207,2.7100000000000004e-19,4.79e-10,2.04e-08
49950.0,6152.049805,206.6374207,6.01e-19,9.74e-10,4.07e-08
50100.0,6152.049805,206.6374207,1.19e-18,1.84e-09,7.620000000000001e-08
50250.0,6152.049805,206.6374207,2.2e-18,3.3100000000000004e-09,1.3800000000000002e-07
50400.0,6152.049805,206.6374207,2.35e-17,5.560000000000001e-09,1.23e-05
50550.0,6152.049805,206.6374207,3.04e-17,8.62e-09,2.6000000000000002e-05
50700.0,6152.049805,206.6374207,3.75e-17,1.29e-08,4.49e-05
50850.0,6152.049805,206.6374207,5.17e-17,1.8300000000000002e-08,6.73e-05
51000.0,6152.049805,206.6374207,6.81e-17,2.5299999999999998e-08,9.070000000000001e-05
51150.0,6152.049805,206.6374207,8.98e-17,3.44e-08,0.000109
51300.0,6152.049805,206.6374207,1.1200000000000002e-16,4.5999999999999995e-08,0.000118
51450.0,6152.049805,206.6374207,1.41e-16,6.440000000000001e-08,0.000127
51600.0,6152.049805,206.6374207,1.73e-16,8.689999999999999e-08,0.00014
51750.0,6152.049805,206.6374207,2.1099999999999998e-16,1.2e-07,0.000156
51900.0,6152.049805,206.6374207,2.5899999999999997e-16,1.68e-07,0.000173
52050.0,6152.049805,206.6374207,2.9900000000000003e-16,2.16e-07,0.00018899999999999999
52200.0,6152.049805,206.6374207,3.42e-16,2.73e-07,0.000204
52350.0,6152.049805,206.6374207,3.86e-16,3.38e-07,0.00021899999999999998
52500.0,6152.049805,206.6374207,4.33e-16,4.1e-07,0.00023199999999999997
52650.0,6152.049805,206.6374207,4.809999999999999e-16,4.879999999999999e-07,0.000244
52800.0,6152.049805,206.6374207,5.299999999999999e-16,5.72e-07,0.00025499999999999996
52950.0,6152.049805,206.6374207,5.8e-16,6.620000000000001e-07,0.000265
53100.0,6152.049805,206.6374207,6.3e-16,7.57e-07,0.000275
53250.0,6152.049805,206.6374207,6.830000000000001e-16,8.590000000000001e-07,0.00028399999999999996
53400.0,6152.049805,206.6374207,7.36e-16,9.66e-07,0.000292
53550.0,6152.049805,206.6374207,7.9e-16,1.08e-06,0.000299
53700.0,6152.049805,206.6374207,8.449999999999999e-16,1.2e-06,0.000307
53850.0,6152.049805,206.6374207,9.019999999999999e-16,1.33e-06,0.00031299999999999996
54000.0,6152.049805,206.6374207,9.6e-16,1.47e-06,0.00032
54150.0,6152.049805,206.6374207,1.01e-15,1.59e-06,0.000325
54300.0,6152.049805,206.6374207,1.0599999999999999e-15,1.73e-06,0.00033
54450.0,6152.049805,206.6374207,1.1199999999999999e-15,1.87e-06,0.000335
54600.0,6152.049805,206.6374207,1.1699999999999999e-15,2.02e-06,0.00033999999999999997
54750.0,6152.049805,206.6374207,1.23e-15,2.17e-06,0.000344
54900.0,6152.049805,206.6374207,1.28e-15,2.34e-06,0.000349
55050.0,6152.049805,206.6374207,1.34e-15,2.51e-06,0.00035299999999999996
55200.0,6152.049805,206.6374207,1.4e-15,2.7e-06,0.000357
55350.0,6152.049805,206.6374207,1.46e-15,2.89e-06,0.000361
55500.0,6152.049805,206.6374207,1.53e-15,3.09e-06,0.000365
55650.0,6152.049805,206.6374207,1.59e-15,3.3e-06,0.00036899999999999997
55800.0,6152.049805,206.6374207,1.6600000000000002e-15,3.52e-06,0.000373
55950.0,6152.049805,206.6374207,1.7300000000000001e-15,3.75e-06,0.000376
56100.0,6152.049805,206.6374207,1.8e-15,3.99e-06,0.00037999999999999997
56250.0,6152.049805,206.6374207,1.87e-15,4.24e-06,0.000383
56400.0,6152.049805,206.6374207,1.95e-15,4.5e-06,0.00038700000000000003
56550.0,6152.049805,206.6374207,2.02e-15,4.76e-06,0.00039
56700.0,6152.049805,206.6374207,2.1e-15,5.04e-06,0.000394
56850.0,6152.049805,206.6374207,2.18e-15,5.33e-06,0.000397
57000.0,6152.049805,206.6374207,2.27e-15,5.62e-06,0.0004
57150.0,6152.049805,206.6374207,2.35e-15,5.92e-06,0.000404
57300.0,6152.049805,206.6374207,2.44e-15,6.24e-06,0.000407
57450.0,6152.049805,206.6374207,2.54e-15,6.56e-06,0.00041
57600.0,6152.049805,206.6374207,2.63e-15,6.89e-06,0.000413
57750.0,6152.049805,206.6374207,2.7100000000000003e-15,7.16e-06,0.00041600000000000003
57900.0,6152.049805,206.6374207,2.79e-15,7.43e-06,0.00041799999999999997
58050.0,6152.049805,206.6374207,2.87e-15,7.71e-06,0.000421
58200.0,6152.049805,206.6374207,2.96e-15,7.99e-06,0.00042300000000000004
58350.0,6152.049805,206.6374207,3.05e-15,8.28e-06,0.000425
58500.0,6152.049805,206.6374207,3.1399999999999997e-15,8.57e-06,0.00042800000000000005
58650.0,6152.049805,206.6374207,3.2399999999999998e-15,8.87e-06,0.00043
58800.0,6152.049805,206.6374207,3.3299999999999997e-15,9.17e-06,0.00043200000000000004
58950.0,6152.049805,206.6374207,3.44e-15,9.48e-06,0.000434
59100.0,6152.049805,206.6374207,3.54e-15,9.79e-06,0.000437
59250.0,6152.049805,206.6374207,3.65e-15,1.01e-05,0.000439
59400.0,6152.049805,206.6374207,3.77e-15,1.04e-05,0.00044100000000000004
59550.0,6152.049805,206.6374207,3.89e-15,1.07e-05,0.000443
59700.0,6152.049805,206.6374207,4.020000000000001e-15,1.11e-05,0.00044500000000000003
59850.0,6152.049805,206.6374207,4.15e-15,1.1400000000000001e-05,0.00044800000000000005
60000.0,6152.049805,206.6374207,4.29e-15,1.17e-05,0.00045
60150.0,6152.049805,206.6374207,4.4399999999999996e-15,1.21e-05,0.000452
60300.0,6152.049805,206.6374207,4.6e-15,1.24e-05,0.000454
60450.0,6152.049805,206.6374207,4.76e-15,1.28e-05,0.00045599999999999997
60600.0,6152.049805,206.6374207,4.94e-15,1.31e-05,0.000458
60750.0,6152.049805,206.6374207,5.12e-15,1.3500000000000001e-05,0.00045999999999999996
60900.0,6152.049805,206.6374207,5.3200000000000005e-15,1.3800000000000002e-05,0.000462
61050.0,6152.049805,206.6374207,5.5299999999999995e-15,1.42e-05,0.000465
61200.0,6152.049805,206.6374207,5.75e-15,1.4599999999999999e-05,0.00046699999999999997
61350.0,6152.049805,206.6374207,5.9e-15,1.4800000000000002e-05,0.000468
61500.0,6152.049805,206.6374207,6.06e-15,1.4999999999999999e-05,0.000469
61650.0,6152.049805,206.6374207,6.23e-15,1.53e-05,0.00047000000000000004
61800.0,6152.049805,206.6374207,6.4e-15,1.55e-05,0.000472
61950.0,6152.049805,206.6374207,6.58e-15,1.58e-05,0.00047300000000000006
62100.0,6152.049805,206.6374207,6.77e-15,1.6e-05,0.00047400000000000003
62250.0,6152.049805,206.6374207,6.9599999999999995e-15,1.63e-05,0.00047599999999999997
62400.0,6152.049805,206.6374207,7.170000000000001e-15,1.65e-05,0.00047699999999999994
62550.0,6152.049805,206.6374207,7.38e-15,1.6800000000000002e-05,0.000478
62700.0,6152.049805,206.6374207,7.61e-15,1.7e-05,0.000479
62850.0,6152.049805,206.6374207,7.840000000000001e-15,1.73e-05,0.000481
63000.0,6152.049805,206.6374207,8.08e-15,1.75e-05,0.000482
63150.0,6152.049805,206.6374207,8.34e-15,1.7800000000000002e-05,0.00048300000000000003
63300.0,6152.049805,206.6374207,8.6e-15,1.8e-05,0.000484
63450.0,6152.049805,206.6374207,8.879999999999999e-15,1.83e-05,0.00048499999999999997
63600.0,6152.049805,206.6374207,9.17e-15,1.85e-05,0.000487
63750.0,6152.049805,206.6374207,9.47e-15,1.88e-05,0.000488
63900.0,6152.049805,206.6374207,9.78e-15,1.9e-05,0.000489
